Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00377,2025-06-17,24302762-4606,Ọlá Foods Distribution Plc,NGN,158456.15,11884.21,170340.36,IT Services,17,2103.15
INV-SYN-00377,2025-06-17,24302762-4606,Ọlá Foods Distribution Plc,NGN,158456.15,11884.21,170340.36,Raw Materials,15,3544.64
INV-SYN-00378,2025-06-12,72454063-1277,Port Harcourt Energy Services Ltd,NGN,94258.39,7069.38,101327.77,Building Materials,10,1775.10
INV-SYN-00378,2025-06-12,72454063-1277,Port Harcourt Energy Services Ltd,NGN,94258.39,7069.38,101327.77,Building Materials,19,374.41
INV-SYN-00378,2025-06-12,72454063-1277,Port Harcourt Energy Services Ltd,NGN,94258.39,7069.38,101327.77,Industrial Equipment,20,3469.68
INV-SYN-00379,2025-07-17,17476305-6754,Adeyemi Trading Company Ltd,NGN,137783.36,10333.75,148117.11,Consulting Services,7,4273.48
INV-SYN-00379,2025-07-17,17476305-6754,Adeyemi Trading Company Ltd,NGN,137783.36,10333.75,148117.11,Building Materials,17,4127.15
INV-SYN-00379,2025-07-17,17476305-6754,Adeyemi Trading Company Ltd,NGN,137783.36,10333.75,148117.11,Industrial Equipment,15,2513.83
INV-SYN-00380,2025-08-25,48265289-0377,Chukwuemeka Okafor Ltd,NGN,84860.28,6364.52,91224.80,Consulting Services,19,4122.96
INV-SYN-00380,2025-08-25,48265289-0377,Chukwuemeka Okafor Ltd,NGN,84860.28,6364.52,91224.80,Raw Materials,3,1780.89
INV-SYN-00380,2025-08-25,48265289-0377,Chukwuemeka Okafor Ltd,NGN,84860.28,6364.52,91224.80,Consulting Services,1,1181.37
INV-SYN-00381,2025-02-14,60015888-7635,Ibrahim & Sons Trading Ltd,NGN,30189.35,2264.20,32453.55,IT Services,5,2471.90
INV-SYN-00381,2025-02-14,60015888-7635,Ibrahim & Sons Trading Ltd,NGN,30189.35,2264.20,32453.55,IT Services,3,3319.35
INV-SYN-00381,2025-02-14,60015888-7635,Ibrahim & Sons Trading Ltd,NGN,30189.35,2264.20,32453.55,IT Services,5,1574.36
INV-SYN-00382,2025-01-06,12643894-8625,Chukwuemeka Okafor Ltd,NGN,87996.34,6599.73,94596.07,Maintenance Services,13,2020.94
INV-SYN-00382,2025-01-06,12643894-8625,Chukwuemeka Okafor Ltd,NGN,87996.34,6599.73,94596.07,Consulting Services,13,3759.62
INV-SYN-00382,2025-01-06,12643894-8625,Chukwuemeka Okafor Ltd,NGN,87996.34,6599.73,94596.07,IT Services,7,1835.58
INV-SYN-00383,2025-02-14,35821982-1180,Ọlá Foods Distribution Plc,NGN,38882.78,2916.21,41798.99,Raw Materials,2,4076.27
INV-SYN-00383,2025-02-14,35821982-1180,Ọlá Foods Distribution Plc,NGN,38882.78,2916.21,41798.99,Raw Materials,16,649.37
INV-SYN-00383,2025-02-14,35821982-1180,Ọlá Foods Distribution Plc,NGN,38882.78,2916.21,41798.99,Maintenance Services,16,1271.27
INV-SYN-00384,2025-04-25,38935839-2998,Chukwuemeka Okafor Ltd,NGN,44533.28,3340.00,47873.28,IT Services,8,4379.03
INV-SYN-00384,2025-04-25,38935839-2998,Chukwuemeka Okafor Ltd,NGN,44533.28,3340.00,47873.28,Office Supplies,8,921.53
INV-SYN-00384,2025-04-25,38935839-2998,Chukwuemeka Okafor Ltd,NGN,44533.28,3340.00,47873.28,Raw Materials,5,425.76
INV-SYN-00385,2025-03-02,49510443-5518,Chukwuemeka Okàfor Ventures Ltd,NGN,94845.71,7113.43,101959.14,Raw Materials,9,4077.77
INV-SYN-00385,2025-03-02,49510443-5518,Chukwuemeka Okàfor Ventures Ltd,NGN,94845.71,7113.43,101959.14,Building Materials,9,3004.91
INV-SYN-00385,2025-03-02,49510443-5518,Chukwuemeka Okàfor Ventures Ltd,NGN,94845.71,7113.43,101959.14,Consulting Services,13,2392.43
INV-SYN-00386,2025-08-07,22892094-0134,Lagos Steel & Aluminium Ltd,NGN,113143.94,8485.80,121629.74,Maintenance Services,17,3581.20
INV-SYN-00386,2025-08-07,22892094-0134,Lagos Steel & Aluminium Ltd,NGN,113143.94,8485.80,121629.74,Logistics Services,12,874.95
INV-SYN-00386,2025-08-07,22892094-0134,Lagos Steel & Aluminium Ltd,NGN,113143.94,8485.80,121629.74,Logistics Services,11,3796.74
INV-SYN-00387,2025-09-10,46855006-1146,Ibrahim & Sons Trading Ltd,NGN,11675.75,875.68,12551.43,Office Supplies,1,3572.57
INV-SYN-00387,2025-09-10,46855006-1146,Ibrahim & Sons Trading Ltd,NGN,11675.75,875.68,12551.43,Building Materials,9,201.05
INV-SYN-00387,2025-09-10,46855006-1146,Ibrahim & Sons Trading Ltd,NGN,11675.75,875.68,12551.43,Industrial Equipment,3,2097.91
INV-SYN-00388,2025-02-08,50362771-0067,Emeka Logistics Nigeria Ltd,NGN,113435.50,8507.66,121943.16,Maintenance Services,17,4748.46
INV-SYN-00388,2025-02-08,50362771-0067,Emeka Logistics Nigeria Ltd,NGN,113435.50,8507.66,121943.16,Consulting Services,12,561.52
INV-SYN-00388,2025-02-08,50362771-0067,Emeka Logistics Nigeria Ltd,NGN,113435.50,8507.66,121943.16,Consulting Services,16,1623.34
INV-SYN-00389,2025-10-29,94787483-5566,Lagos Steel & Aluminium Ltd,NGN,55936.96,4195.27,60132.23,Office Supplies,12,3401.12
INV-SYN-00389,2025-10-29,94787483-5566,Lagos Steel & Aluminium Ltd,NGN,55936.96,4195.27,60132.23,Industrial Equipment,13,1093.74
INV-SYN-00389,2025-10-29,94787483-5566,Lagos Steel & Aluminium Ltd,NGN,55936.96,4195.27,60132.23,Office Supplies,1,904.90
INV-SYN-00390,2025-08-14,79505518-7434,Chukwuemeka Okafor Ltd,NGN,136628.61,10247.15,146875.76,Industrial Equipment,17,1599.51
INV-SYN-00390,2025-08-14,79505518-7434,Chukwuemeka Okafor Ltd,NGN,136628.61,10247.15,146875.76,Raw Materials,13,4711.01
INV-SYN-00390,2025-08-14,79505518-7434,Chukwuemeka Okafor Ltd,NGN,136628.61,10247.15,146875.76,IT Services,17,2834.93
INV-SYN-00391,2025-11-19,05895006-6835,Yusuf Agro Processing Ltd,NGN,117900.36,8842.53,126742.89,IT Services,19,4639.00
INV-SYN-00391,2025-11-19,05895006-6835,Yusuf Agro Processing Ltd,NGN,117900.36,8842.53,126742.89,Consulting Services,10,1913.63
INV-SYN-00391,2025-11-19,05895006-6835,Yusuf Agro Processing Ltd,NGN,117900.36,8842.53,126742.89,Building Materials,9,1180.34
INV-SYN-00392,2025-04-23,36062406-6153,Port Harcourt Energy Services Ltd,NGN,6576.10,493.21,7069.31,Industrial Equipment,2,54.21
INV-SYN-00392,2025-04-23,36062406-6153,Port Harcourt Energy Services Ltd,NGN,6576.10,493.21,7069.31,Raw Materials,1,1649.48
INV-SYN-00392,2025-04-23,36062406-6153,Port Harcourt Energy Services Ltd,NGN,6576.10,493.21,7069.31,Consulting Services,10,481.82
INV-SYN-00393,2025-01-23,71519693-2654,Chukwuemeka Okàfor Ventures Ltd,NGN,82921.12,6219.08,89140.20,Logistics Services,16,3893.68
INV-SYN-00393,2025-01-23,71519693-2654,Chukwuemeka Okàfor Ventures Ltd,NGN,82921.12,6219.08,89140.20,Raw Materials,3,4565.18
INV-SYN-00393,2025-01-23,71519693-2654,Chukwuemeka Okàfor Ventures Ltd,NGN,82921.12,6219.08,89140.20,IT Services,3,2308.90
INV-SYN-00394,2025-10-07,58095623-0305,Abuja Construction Materials Ltd,NGN,71157.07,5336.78,76493.85,Logistics Services,13,3746.74
INV-SYN-00394,2025-10-07,58095623-0305,Abuja Construction Materials Ltd,NGN,71157.07,5336.78,76493.85,IT Services,11,1446.06
INV-SYN-00394,2025-10-07,58095623-0305,Abuja Construction Materials Ltd,NGN,71157.07,5336.78,76493.85,Office Supplies,3,2180.93
INV-SYN-00395,2025-12-26,10265163-5991,Adeyemi Trading Company Ltd,NGN,20378.07,1528.36,21906.43,Consulting Services,5,1096.16
INV-SYN-00395,2025-12-26,10265163-5991,Adeyemi Trading Company Ltd,NGN,20378.07,1528.36,21906.43,Raw Materials,3,3411.67
INV-SYN-00395,2025-12-26,10265163-5991,Adeyemi Trading Company Ltd,NGN,20378.07,1528.36,21906.43,Industrial Equipment,1,4662.26
INV-SYN-00396,2025-09-14,72342010-1146,Ọlá Foods Distribution Plc,NGN,150288.80,11271.66,161560.46,Building Materials,13,4337.02
INV-SYN-00396,2025-09-14,72342010-1146,Ọlá Foods Distribution Plc,NGN,150288.80,11271.66,161560.46,Logistics Services,14,3503.03
INV-SYN-00396,2025-09-14,72342010-1146,Ọlá Foods Distribution Plc,NGN,150288.80,11271.66,161560.46,Raw Materials,12,3738.76
INV-SYN-00397,2025-01-31,07503670-7729,Ibrahim & Sons Trading Ltd,NGN,33155.99,2486.70,35642.69,Logistics Services,2,3458.45
INV-SYN-00397,2025-01-31,07503670-7729,Ibrahim & Sons Trading Ltd,NGN,33155.99,2486.70,35642.69,Raw Materials,6,1062.46
INV-SYN-00397,2025-01-31,07503670-7729,Ibrahim & Sons Trading Ltd,NGN,33155.99,2486.70,35642.69,Raw Materials,17,1168.49
INV-SYN-00398,2025-12-05,28012558-4712,Ola Foods Plc,NGN,123518.10,9263.86,132781.96,Building Materials,15,3220.53
INV-SYN-00398,2025-12-05,28012558-4712,Ola Foods Plc,NGN,123518.10,9263.86,132781.96,Logistics Services,15,4724.39
INV-SYN-00398,2025-12-05,28012558-4712,Ola Foods Plc,NGN,123518.10,9263.86,132781.96,Maintenance Services,9,482.70
INV-SYN-00399,2025-03-30,09675622-2038,Ọlá Foods Distribution Plc,NGN,78809.33,5910.70,84720.03,IT Services,6,2887.03
INV-SYN-00399,2025-03-30,09675622-2038,Ọlá Foods Distribution Plc,NGN,78809.33,5910.70,84720.03,Consulting Services,20,2743.16
INV-SYN-00399,2025-03-30,09675622-2038,Ọlá Foods Distribution Plc,NGN,78809.33,5910.70,84720.03,Maintenance Services,5,1324.79
INV-SYN-00400,2025-03-08,22400394-8185,Abuja Construction Materials Ltd,NGN,12357.96,926.85,13284.81,Raw Materials,2,1052.17
INV-SYN-00400,2025-03-08,22400394-8185,Abuja Construction Materials Ltd,NGN,12357.96,926.85,13284.81,Industrial Equipment,6,572.44
INV-SYN-00400,2025-03-08,22400394-8185,Abuja Construction Materials Ltd,NGN,12357.96,926.85,13284.81,Consulting Services,2,3409.49
INV-SYN-00401,2025-09-04,66712941-6729,Kano Textiles Ltd,NGN,162517.38,12188.80,174706.18,Office Supplies,19,4159.92
INV-SYN-00401,2025-09-04,66712941-6729,Kano Textiles Ltd,NGN,162517.38,12188.80,174706.18,Logistics Services,14,3758.30
INV-SYN-00401,2025-09-04,66712941-6729,Kano Textiles Ltd,NGN,162517.38,12188.80,174706.18,Consulting Services,10,3086.27
INV-SYN-00402,2025-03-17,03072749-2917,Ibrahim & Sons Trading Ltd,NGN,112840.78,8463.06,121303.84,Logistics Services,5,2790.62
INV-SYN-00402,2025-03-17,03072749-2917,Ibrahim & Sons Trading Ltd,NGN,112840.78,8463.06,121303.84,Maintenance Services,6,1881.11
INV-SYN-00402,2025-03-17,03072749-2917,Ibrahim & Sons Trading Ltd,NGN,112840.78,8463.06,121303.84,Office Supplies,19,4610.58
INV-SYN-00403,2025-03-18,54685185-7088,Ola Foods Plc,NGN,18288.66,1371.65,19660.31,IT Services,8,1055.07
INV-SYN-00403,2025-03-18,54685185-7088,Ola Foods Plc,NGN,18288.66,1371.65,19660.31,Logistics Services,2,4628.64
INV-SYN-00403,2025-03-18,54685185-7088,Ola Foods Plc,NGN,18288.66,1371.65,19660.31,Industrial Equipment,6,98.47
INV-SYN-00404,2025-08-22,10174914-4032,Ọlá Foods Distribution Plc,NGN,138877.68,10415.83,149293.51,Logistics Services,11,2250.34
INV-SYN-00404,2025-08-22,10174914-4032,Ọlá Foods Distribution Plc,NGN,138877.68,10415.83,149293.51,Logistics Services,14,4888.45
INV-SYN-00404,2025-08-22,10174914-4032,Ọlá Foods Distribution Plc,NGN,138877.68,10415.83,149293.51,Consulting Services,13,3514.28
INV-SYN-00405,2025-02-27,46300498-5990,Kano Textiles Ltd,NGN,63660.26,4774.52,68434.78,Raw Materials,11,3472.17
INV-SYN-00405,2025-02-27,46300498-5990,Kano Textiles Ltd,NGN,63660.26,4774.52,68434.78,Industrial Equipment,4,4773.98
INV-SYN-00405,2025-02-27,46300498-5990,Kano Textiles Ltd,NGN,63660.26,4774.52,68434.78,Building Materials,9,707.83
INV-SYN-00406,2025-04-15,63342218-1949,Chukwuemeka Okafor Ltd,NGN,52216.36,3916.23,56132.59,Consulting Services,9,1029.07
INV-SYN-00406,2025-04-15,63342218-1949,Chukwuemeka Okafor Ltd,NGN,52216.36,3916.23,56132.59,Maintenance Services,6,858.69
INV-SYN-00406,2025-04-15,63342218-1949,Chukwuemeka Okafor Ltd,NGN,52216.36,3916.23,56132.59,Logistics Services,19,1989.61
INV-SYN-00407,2025-07-16,68088315-2182,Chukwuemeka Okafor Ltd,NGN,116705.78,8752.93,125458.71,Consulting Services,13,2344.09
INV-SYN-00407,2025-07-16,68088315-2182,Chukwuemeka Okafor Ltd,NGN,116705.78,8752.93,125458.71,Maintenance Services,7,910.72
INV-SYN-00407,2025-07-16,68088315-2182,Chukwuemeka Okafor Ltd,NGN,116705.78,8752.93,125458.71,Consulting Services,19,4203.03
INV-SYN-00408,2025-01-05,66190498-3284,Chukwuemeka Okàfor Ventures Ltd,NGN,129960.64,9747.05,139707.69,Maintenance Services,9,1645.40
INV-SYN-00408,2025-01-05,66190498-3284,Chukwuemeka Okàfor Ventures Ltd,NGN,129960.64,9747.05,139707.69,Office Supplies,20,4329.50
INV-SYN-00408,2025-01-05,66190498-3284,Chukwuemeka Okàfor Ventures Ltd,NGN,129960.64,9747.05,139707.69,Consulting Services,13,2197.08
INV-SYN-00409,2025-05-09,29503448-4754,Abuja Construction Materials Ltd,NGN,34573.52,2593.01,37166.53,Industrial Equipment,12,906.88
INV-SYN-00409,2025-05-09,29503448-4754,Abuja Construction Materials Ltd,NGN,34573.52,2593.01,37166.53,Office Supplies,4,3926.13
INV-SYN-00409,2025-05-09,29503448-4754,Abuja Construction Materials Ltd,NGN,34573.52,2593.01,37166.53,Raw Materials,2,3993.22
INV-SYN-00410,2025-01-26,16127858-9965,Yusuf Agro Processing Ltd,NGN,71071.30,5330.35,76401.65,IT Services,1,4643.54
INV-SYN-00410,2025-01-26,16127858-9965,Yusuf Agro Processing Ltd,NGN,71071.30,5330.35,76401.65,Industrial Equipment,17,2640.16
INV-SYN-00410,2025-01-26,16127858-9965,Yusuf Agro Processing Ltd,NGN,71071.30,5330.35,76401.65,Logistics Services,6,3590.84
INV-SYN-00411,2025-01-24,63262194-1483,Ibrahim & Sons Trading Ltd,NGN,40999.78,3074.98,44074.76,Consulting Services,19,1130.76
INV-SYN-00411,2025-01-24,63262194-1483,Ibrahim & Sons Trading Ltd,NGN,40999.78,3074.98,44074.76,Building Materials,4,1213.81
INV-SYN-00411,2025-01-24,63262194-1483,Ibrahim & Sons Trading Ltd,NGN,40999.78,3074.98,44074.76,Consulting Services,7,2094.30
INV-SYN-00412,2025-05-02,90140676-7557,Ibrahim & Sons Trading Ltd,NGN,60884.89,4566.37,65451.26,Logistics Services,3,1066.08
INV-SYN-00412,2025-05-02,90140676-7557,Ibrahim & Sons Trading Ltd,NGN,60884.89,4566.37,65451.26,Industrial Equipment,14,1810.36
INV-SYN-00412,2025-05-02,90140676-7557,Ibrahim & Sons Trading Ltd,NGN,60884.89,4566.37,65451.26,Industrial Equipment,19,1702.19
INV-SYN-00413,2025-02-04,93172118-1739,Port Harcourt Energy Services Ltd,NGN,33678.08,2525.86,36203.94,Raw Materials,1,4084.85
INV-SYN-00413,2025-02-04,93172118-1739,Port Harcourt Energy Services Ltd,NGN,33678.08,2525.86,36203.94,Office Supplies,5,4788.65
INV-SYN-00413,2025-02-04,93172118-1739,Port Harcourt Energy Services Ltd,NGN,33678.08,2525.86,36203.94,Maintenance Services,7,807.14
INV-SYN-00414,2025-10-29,46220560-5266,Yusuf Agro Processing Ltd,NGN,95533.98,7165.05,102699.03,Raw Materials,6,3108.75
INV-SYN-00414,2025-10-29,46220560-5266,Yusuf Agro Processing Ltd,NGN,95533.98,7165.05,102699.03,Consulting Services,5,1951.50
INV-SYN-00414,2025-10-29,46220560-5266,Yusuf Agro Processing Ltd,NGN,95533.98,7165.05,102699.03,Logistics Services,18,3729.11
INV-SYN-00415,2025-10-27,13333907-2307,Yusuf Agro Processing Ltd,NGN,16442.81,1233.21,17676.02,Consulting Services,8,916.96
INV-SYN-00415,2025-10-27,13333907-2307,Yusuf Agro Processing Ltd,NGN,16442.81,1233.21,17676.02,Industrial Equipment,3,1715.94
INV-SYN-00415,2025-10-27,13333907-2307,Yusuf Agro Processing Ltd,NGN,16442.81,1233.21,17676.02,Consulting Services,1,3959.31
INV-SYN-00416,2025-08-14,41595939-5229,Kano Textiles Ltd,NGN,136798.67,10259.90,147058.57,Maintenance Services,19,1309.13
INV-SYN-00416,2025-08-14,41595939-5229,Kano Textiles Ltd,NGN,136798.67,10259.90,147058.57,Building Materials,12,3128.54
INV-SYN-00416,2025-08-14,41595939-5229,Kano Textiles Ltd,NGN,136798.67,10259.90,147058.57,IT Services,19,3914.88
INV-SYN-00417,2025-10-03,47640551-1207,Kano Textiles Ltd,NGN,173115.75,12983.68,186099.43,Logistics Services,20,3841.44
INV-SYN-00417,2025-10-03,47640551-1207,Kano Textiles Ltd,NGN,173115.75,12983.68,186099.43,Office Supplies,20,4574.82
INV-SYN-00417,2025-10-03,47640551-1207,Kano Textiles Ltd,NGN,173115.75,12983.68,186099.43,Raw Materials,5,958.11
INV-SYN-00418,2025-08-12,46701532-4693,Adeyemi Trading Company Ltd,NGN,47097.61,3532.32,50629.93,IT Services,1,2355.77
INV-SYN-00418,2025-08-12,46701532-4693,Adeyemi Trading Company Ltd,NGN,47097.61,3532.32,50629.93,Raw Materials,8,4020.11
INV-SYN-00418,2025-08-12,46701532-4693,Adeyemi Trading Company Ltd,NGN,47097.61,3532.32,50629.93,IT Services,8,1572.62
INV-SYN-00419,2025-05-06,78740858-2601,Chukwuemeka Okàfor Ventures Ltd,NGN,24687.50,1851.56,26539.06,Maintenance Services,8,1636.24
INV-SYN-00419,2025-05-06,78740858-2601,Chukwuemeka Okàfor Ventures Ltd,NGN,24687.50,1851.56,26539.06,Raw Materials,10,105.99
INV-SYN-00419,2025-05-06,78740858-2601,Chukwuemeka Okàfor Ventures Ltd,NGN,24687.50,1851.56,26539.06,Logistics Services,12,878.14
INV-SYN-00420,2025-04-07,16588824-4861,Emeka Logistics Nigeria Ltd,NGN,69192.69,5189.45,74382.14,Industrial Equipment,9,3522.42
INV-SYN-00420,2025-04-07,16588824-4861,Emeka Logistics Nigeria Ltd,NGN,69192.69,5189.45,74382.14,Consulting Services,15,701.44
INV-SYN-00420,2025-04-07,16588824-4861,Emeka Logistics Nigeria Ltd,NGN,69192.69,5189.45,74382.14,Maintenance Services,9,2996.59
INV-SYN-00421,2025-07-11,67762721-4633,Adeyemi Trading Company Ltd,NGN,58811.90,4410.89,63222.79,Logistics Services,17,767.70
INV-SYN-00421,2025-07-11,67762721-4633,Adeyemi Trading Company Ltd,NGN,58811.90,4410.89,63222.79,Office Supplies,8,4669.70
INV-SYN-00421,2025-07-11,67762721-4633,Adeyemi Trading Company Ltd,NGN,58811.90,4410.89,63222.79,Building Materials,2,4201.70
INV-SYN-00422,2025-11-20,01011766-7153,Ola Foods Plc,NGN,71850.28,5388.77,77239.05,Maintenance Services,1,4833.88
INV-SYN-00422,2025-11-20,01011766-7153,Ola Foods Plc,NGN,71850.28,5388.77,77239.05,IT Services,15,3162.48
INV-SYN-00422,2025-11-20,01011766-7153,Ola Foods Plc,NGN,71850.28,5388.77,77239.05,Consulting Services,4,4894.80
INV-SYN-00423,2025-11-20,60851568-7721,Chukwuemeka Okàfor Ventures Ltd,NGN,147688.33,11076.62,158764.95,Maintenance Services,20,4735.90
INV-SYN-00423,2025-11-20,60851568-7721,Chukwuemeka Okàfor Ventures Ltd,NGN,147688.33,11076.62,158764.95,Logistics Services,19,2194.76
INV-SYN-00423,2025-11-20,60851568-7721,Chukwuemeka Okàfor Ventures Ltd,NGN,147688.33,11076.62,158764.95,Consulting Services,3,3756.63
INV-SYN-00424,2025-11-02,11876246-5821,Chukwuemeka Okafor Ltd,NGN,103751.47,7781.36,111532.83,Maintenance Services,13,3966.72
INV-SYN-00424,2025-11-02,11876246-5821,Chukwuemeka Okafor Ltd,NGN,103751.47,7781.36,111532.83,Maintenance Services,5,3687.11
INV-SYN-00424,2025-11-02,11876246-5821,Chukwuemeka Okafor Ltd,NGN,103751.47,7781.36,111532.83,IT Services,18,1874.92
INV-SYN-00425,2025-11-25,28723007-3853,Yusuf Agro Processing Ltd,NGN,87625.95,6571.95,94197.90,Office Supplies,11,4054.41
INV-SYN-00425,2025-11-25,28723007-3853,Yusuf Agro Processing Ltd,NGN,87625.95,6571.95,94197.90,Office Supplies,16,2185.78
INV-SYN-00425,2025-11-25,28723007-3853,Yusuf Agro Processing Ltd,NGN,87625.95,6571.95,94197.90,Office Supplies,4,2013.74
INV-SYN-00426,2025-09-05,55574337-8989,Abuja Construction Materials Ltd,NGN,53639.48,4022.96,57662.44,IT Services,11,1832.46
INV-SYN-00426,2025-09-05,55574337-8989,Abuja Construction Materials Ltd,NGN,53639.48,4022.96,57662.44,Building Materials,2,2877.61
INV-SYN-00426,2025-09-05,55574337-8989,Abuja Construction Materials Ltd,NGN,53639.48,4022.96,57662.44,Consulting Services,15,1848.48
INV-SYN-00427,2025-08-28,89389385-1350,Yusuf Agro Processing Ltd,NGN,68116.90,5108.77,73225.67,Raw Materials,3,3832.90
INV-SYN-00427,2025-08-28,89389385-1350,Yusuf Agro Processing Ltd,NGN,68116.90,5108.77,73225.67,Office Supplies,15,2272.00
INV-SYN-00427,2025-08-28,89389385-1350,Yusuf Agro Processing Ltd,NGN,68116.90,5108.77,73225.67,Maintenance Services,20,1126.91
INV-SYN-00428,2025-06-29,53724020-4603,Kano Textiles Ltd,NGN,52127.40,3909.56,56036.96,Maintenance Services,11,773.16
INV-SYN-00428,2025-06-29,53724020-4603,Kano Textiles Ltd,NGN,52127.40,3909.56,56036.96,Maintenance Services,16,1852.57
INV-SYN-00428,2025-06-29,53724020-4603,Kano Textiles Ltd,NGN,52127.40,3909.56,56036.96,Logistics Services,8,1747.69
INV-SYN-00429,2025-03-22,16687075-8553,Port Harcourt Energy Services Ltd,NGN,35963.64,2697.27,38660.91,Consulting Services,6,2045.34
INV-SYN-00429,2025-03-22,16687075-8553,Port Harcourt Energy Services Ltd,NGN,35963.64,2697.27,38660.91,IT Services,2,1530.81
INV-SYN-00429,2025-03-22,16687075-8553,Port Harcourt Energy Services Ltd,NGN,35963.64,2697.27,38660.91,IT Services,14,1473.57
INV-SYN-00430,2025-03-02,75000661-5033,Abuja Construction Materials Ltd,NGN,75684.27,5676.32,81360.59,Maintenance Services,18,1969.73
INV-SYN-00430,2025-03-02,75000661-5033,Abuja Construction Materials Ltd,NGN,75684.27,5676.32,81360.59,Logistics Services,17,1527.21
INV-SYN-00430,2025-03-02,75000661-5033,Abuja Construction Materials Ltd,NGN,75684.27,5676.32,81360.59,Raw Materials,11,1296.96
INV-SYN-00431,2025-10-17,78795809-2274,Adeyemi Trading Company Ltd,NGN,49938.78,3745.41,53684.19,Maintenance Services,12,1458.26
INV-SYN-00431,2025-10-17,78795809-2274,Adeyemi Trading Company Ltd,NGN,49938.78,3745.41,53684.19,Building Materials,12,2298.33
INV-SYN-00431,2025-10-17,78795809-2274,Adeyemi Trading Company Ltd,NGN,49938.78,3745.41,53684.19,Raw Materials,10,485.97
INV-SYN-00432,2025-05-23,27344152-7291,Chukwuemeka Okafor Ltd,NGN,18310.36,1373.28,19683.64,Logistics Services,14,319.94
INV-SYN-00432,2025-05-23,27344152-7291,Chukwuemeka Okafor Ltd,NGN,18310.36,1373.28,19683.64,Consulting Services,8,1715.46
INV-SYN-00432,2025-05-23,27344152-7291,Chukwuemeka Okafor Ltd,NGN,18310.36,1373.28,19683.64,Office Supplies,6,17.92
INV-SYN-00433,2025-11-14,98312482-5511,Ola Foods Plc,NGN,118078.03,8855.85,126933.88,Office Supplies,11,2831.65
INV-SYN-00433,2025-11-14,98312482-5511,Ola Foods Plc,NGN,118078.03,8855.85,126933.88,Office Supplies,16,3685.04
INV-SYN-00433,2025-11-14,98312482-5511,Ola Foods Plc,NGN,118078.03,8855.85,126933.88,Building Materials,13,2151.48
INV-SYN-00434,2025-10-02,09109960-4950,Ibrahim & Sons Trading Ltd,NGN,95071.10,7130.33,102201.43,Office Supplies,13,505.70
INV-SYN-00434,2025-10-02,09109960-4950,Ibrahim & Sons Trading Ltd,NGN,95071.10,7130.33,102201.43,Raw Materials,19,4342.28
INV-SYN-00434,2025-10-02,09109960-4950,Ibrahim & Sons Trading Ltd,NGN,95071.10,7130.33,102201.43,Office Supplies,2,2996.84
INV-SYN-00435,2025-04-07,40475341-4089,Chukwuemeka Okafor Ltd,NGN,164509.54,12338.22,176847.76,Consulting Services,16,4790.08
INV-SYN-00435,2025-04-07,40475341-4089,Chukwuemeka Okafor Ltd,NGN,164509.54,12338.22,176847.76,Consulting Services,10,3517.56
INV-SYN-00435,2025-04-07,40475341-4089,Chukwuemeka Okafor Ltd,NGN,164509.54,12338.22,176847.76,Consulting Services,18,2927.37
INV-SYN-00436,2025-09-01,44142069-2341,Emeka Logistics Nigeria Ltd,NGN,104751.09,7856.33,112607.42,Raw Materials,20,3917.79
INV-SYN-00436,2025-09-01,44142069-2341,Emeka Logistics Nigeria Ltd,NGN,104751.09,7856.33,112607.42,IT Services,8,1147.28
INV-SYN-00436,2025-09-01,44142069-2341,Emeka Logistics Nigeria Ltd,NGN,104751.09,7856.33,112607.42,Maintenance Services,5,3443.41
INV-SYN-00437,2025-12-06,84715211-2722,Lagos Steel & Aluminium Ltd,NGN,163010.21,12225.77,175235.98,Industrial Equipment,19,3985.00
INV-SYN-00437,2025-12-06,84715211-2722,Lagos Steel & Aluminium Ltd,NGN,163010.21,12225.77,175235.98,Logistics Services,13,4623.37
INV-SYN-00437,2025-12-06,84715211-2722,Lagos Steel & Aluminium Ltd,NGN,163010.21,12225.77,175235.98,Consulting Services,15,1812.76
INV-SYN-00438,2025-03-23,88720540-3488,Chukwuemeka Okafor Ltd,NGN,96583.00,7243.73,103826.73,Office Supplies,19,3007.85
INV-SYN-00438,2025-03-23,88720540-3488,Chukwuemeka Okafor Ltd,NGN,96583.00,7243.73,103826.73,Raw Materials,5,3377.51
INV-SYN-00438,2025-03-23,88720540-3488,Chukwuemeka Okafor Ltd,NGN,96583.00,7243.73,103826.73,Raw Materials,10,2254.63
INV-SYN-00439,2025-10-01,56140758-9788,Yusuf Agro Processing Ltd,NGN,68862.50,5164.69,74027.19,Consulting Services,17,2406.70
INV-SYN-00439,2025-10-01,56140758-9788,Yusuf Agro Processing Ltd,NGN,68862.50,5164.69,74027.19,Building Materials,6,4221.75
INV-SYN-00439,2025-10-01,56140758-9788,Yusuf Agro Processing Ltd,NGN,68862.50,5164.69,74027.19,Office Supplies,3,872.70
INV-SYN-00440,2025-12-14,31908065-1106,Chukwuemeka Okàfor Ventures Ltd,NGN,29354.92,2201.62,31556.54,Consulting Services,8,1741.30
INV-SYN-00440,2025-12-14,31908065-1106,Chukwuemeka Okàfor Ventures Ltd,NGN,29354.92,2201.62,31556.54,Maintenance Services,12,479.62
