Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00191,2025-09-19,01289913-6449,Ọlá Foods Distribution Plc,NGN,55089.46,4131.71,59221.17,Office Supplies,14,1551.95
INV-SYN-00191,2025-09-19,01289913-6449,Ọlá Foods Distribution Plc,NGN,55089.46,4131.71,59221.17,Raw Materials,9,774.91
INV-SYN-00192,2025-03-14,07344077-1605,Abuja Construction Materials Ltd,NGN,50989.33,3824.20,54813.53,Logistics Services,8,4063.98
INV-SYN-00192,2025-03-14,07344077-1605,Abuja Construction Materials Ltd,NGN,50989.33,3824.20,54813.53,Logistics Services,13,601.03
INV-SYN-00192,2025-03-14,07344077-1605,Abuja Construction Materials Ltd,NGN,50989.33,3824.20,54813.53,Building Materials,9,1184.90
INV-SYN-00193,2025-04-24,81885213-9687,Adeyemi Trading Company Ltd,NGN,110600.06,8295.00,118895.06,Maintenance Services,12,1882.02
INV-SYN-00193,2025-04-24,81885213-9687,Adeyemi Trading Company Ltd,NGN,110600.06,8295.00,118895.06,IT Services,8,3517.07
INV-SYN-00193,2025-04-24,81885213-9687,Adeyemi Trading Company Ltd,NGN,110600.06,8295.00,118895.06,Industrial Equipment,14,4277.09
INV-SYN-00194,2025-12-30,74770349-0835,Abuja Construction Materials Ltd,NGN,115908.48,8693.14,124601.62,IT Services,20,4465.15
INV-SYN-00194,2025-12-30,74770349-0835,Abuja Construction Materials Ltd,NGN,115908.48,8693.14,124601.62,Maintenance Services,8,1802.56
INV-SYN-00194,2025-12-30,74770349-0835,Abuja Construction Materials Ltd,NGN,115908.48,8693.14,124601.62,Logistics Services,5,2437.00
INV-SYN-00195,2025-12-19,16383131-6357,Abuja Construction Materials Ltd,NGN,71584.91,5368.87,76953.78,Raw Materials,11,4204.83
INV-SYN-00195,2025-12-19,16383131-6357,Abuja Construction Materials Ltd,NGN,71584.91,5368.87,76953.78,Raw Materials,10,2422.19
INV-SYN-00195,2025-12-19,16383131-6357,Abuja Construction Materials Ltd,NGN,71584.91,5368.87,76953.78,Building Materials,2,554.94
INV-SYN-00196,2025-03-13,13248385-3827,Emeka Logistics Nigeria Ltd,NGN,73900.08,5542.51,79442.59,Raw Materials,3,2037.38
INV-SYN-00196,2025-03-13,13248385-3827,Emeka Logistics Nigeria Ltd,NGN,73900.08,5542.51,79442.59,Industrial Equipment,6,1687.69
INV-SYN-00196,2025-03-13,13248385-3827,Emeka Logistics Nigeria Ltd,NGN,73900.08,5542.51,79442.59,IT Services,12,4805.15
INV-SYN-00197,2025-10-23,72577864-2993,Lagos Steel & Aluminium Ltd,NGN,71138.61,5335.40,76474.01,Office Supplies,14,1886.26
INV-SYN-00197,2025-10-23,72577864-2993,Lagos Steel & Aluminium Ltd,NGN,71138.61,5335.40,76474.01,Office Supplies,5,1267.05
INV-SYN-00197,2025-10-23,72577864-2993,Lagos Steel & Aluminium Ltd,NGN,71138.61,5335.40,76474.01,Industrial Equipment,11,3490.52
INV-SYN-00198,2025-07-02,13649149-4433,Chukwuemeka Okàfor Ventures Ltd,NGN,60534.40,4540.08,65074.48,Industrial Equipment,1,3091.99
INV-SYN-00198,2025-07-02,13649149-4433,Chukwuemeka Okàfor Ventures Ltd,NGN,60534.40,4540.08,65074.48,Office Supplies,19,1283.31
INV-SYN-00198,2025-07-02,13649149-4433,Chukwuemeka Okàfor Ventures Ltd,NGN,60534.40,4540.08,65074.48,Raw Materials,8,4132.44
INV-SYN-00199,2025-10-29,54847772-6556,Kano Textiles Ltd,NGN,10128.63,759.65,10888.28,Building Materials,2,2771.65
INV-SYN-00199,2025-10-29,54847772-6556,Kano Textiles Ltd,NGN,10128.63,759.65,10888.28,Raw Materials,1,228.56
INV-SYN-00199,2025-10-29,54847772-6556,Kano Textiles Ltd,NGN,10128.63,759.65,10888.28,IT Services,11,396.07
INV-SYN-00200,2025-01-22,74731922-9809,Kano Textiles Ltd,NGN,124138.15,9310.36,133448.51,Maintenance Services,10,2455.07
INV-SYN-00200,2025-01-22,74731922-9809,Kano Textiles Ltd,NGN,124138.15,9310.36,133448.51,Industrial Equipment,20,2000.26
INV-SYN-00200,2025-01-22,74731922-9809,Kano Textiles Ltd,NGN,124138.15,9310.36,133448.51,Industrial Equipment,13,4583.25
INV-SYN-00201,2025-04-02,33230012-3434,Ola Foods Plc,NGN,163778.54,12283.39,176061.93,Office Supplies,12,3961.81
INV-SYN-00201,2025-04-02,33230012-3434,Ola Foods Plc,NGN,163778.54,12283.39,176061.93,Raw Materials,19,4621.58
INV-SYN-00201,2025-04-02,33230012-3434,Ola Foods Plc,NGN,163778.54,12283.39,176061.93,Industrial Equipment,6,4737.80
INV-SYN-00202,2025-12-07,33741735-2198,Abuja Construction Materials Ltd,NGN,71028.02,5327.10,76355.12,Consulting Services,12,288.76
INV-SYN-00202,2025-12-07,33741735-2198,Abuja Construction Materials Ltd,NGN,71028.02,5327.10,76355.12,Raw Materials,7,2026.47
INV-SYN-00202,2025-12-07,33741735-2198,Abuja Construction Materials Ltd,NGN,71028.02,5327.10,76355.12,Logistics Services,11,4852.51
INV-SYN-00203,2025-07-27,71539686-7205,Abuja Construction Materials Ltd,NGN,54957.60,4121.82,59079.42,IT Services,13,1549.72
INV-SYN-00203,2025-07-27,71539686-7205,Abuja Construction Materials Ltd,NGN,54957.60,4121.82,59079.42,Building Materials,7,4824.72
INV-SYN-00203,2025-07-27,71539686-7205,Abuja Construction Materials Ltd,NGN,54957.60,4121.82,59079.42,Office Supplies,10,103.82
INV-SYN-00204,2025-02-02,57592778-4471,Ola Foods Plc,NGN,18500.29,1387.52,19887.81,IT Services,3,4380.55
INV-SYN-00204,2025-02-02,57592778-4471,Ola Foods Plc,NGN,18500.29,1387.52,19887.81,Raw Materials,2,1293.17
INV-SYN-00204,2025-02-02,57592778-4471,Ola Foods Plc,NGN,18500.29,1387.52,19887.81,Office Supplies,2,1386.15
INV-SYN-00205,2025-03-31,12925787-8873,Ibrahim & Sons Trading Ltd,NGN,64969.67,4872.73,69842.40,Office Supplies,3,4821.65
INV-SYN-00205,2025-03-31,12925787-8873,Ibrahim & Sons Trading Ltd,NGN,64969.67,4872.73,69842.40,Logistics Services,12,3507.30
INV-SYN-00205,2025-03-31,12925787-8873,Ibrahim & Sons Trading Ltd,NGN,64969.67,4872.73,69842.40,Maintenance Services,8,1052.14
INV-SYN-00206,2025-09-13,62962051-7249,Port Harcourt Energy Services Ltd,NGN,34910.22,2618.27,37528.49,Industrial Equipment,14,753.12
INV-SYN-00206,2025-09-13,62962051-7249,Port Harcourt Energy Services Ltd,NGN,34910.22,2618.27,37528.49,Maintenance Services,3,2533.88
INV-SYN-00206,2025-09-13,62962051-7249,Port Harcourt Energy Services Ltd,NGN,34910.22,2618.27,37528.49,Office Supplies,6,2794.15
INV-SYN-00207,2025-01-15,09869316-0347,Chukwuemeka Okafor Ltd,NGN,144260.11,10819.51,155079.62,Office Supplies,16,4553.58
INV-SYN-00207,2025-01-15,09869316-0347,Chukwuemeka Okafor Ltd,NGN,144260.11,10819.51,155079.62,Building Materials,8,1678.36
INV-SYN-00207,2025-01-15,09869316-0347,Chukwuemeka Okafor Ltd,NGN,144260.11,10819.51,155079.62,Building Materials,17,3410.35
INV-SYN-00208,2025-01-02,53462321-3210,Yusuf Agro Processing Ltd,NGN,74703.13,5602.73,80305.86,Building Materials,3,789.02
INV-SYN-00208,2025-01-02,53462321-3210,Yusuf Agro Processing Ltd,NGN,74703.13,5602.73,80305.86,Raw Materials,5,2888.93
INV-SYN-00208,2025-01-02,53462321-3210,Yusuf Agro Processing Ltd,NGN,74703.13,5602.73,80305.86,IT Services,18,3216.19
INV-SYN-00209,2025-05-07,11699172-9355,Lagos Steel & Aluminium Ltd,NGN,148396.99,11129.77,159526.76,Building Materials,18,3591.00
INV-SYN-00209,2025-05-07,11699172-9355,Lagos Steel & Aluminium Ltd,NGN,148396.99,11129.77,159526.76,Raw Materials,6,4753.08
INV-SYN-00209,2025-05-07,11699172-9355,Lagos Steel & Aluminium Ltd,NGN,148396.99,11129.77,159526.76,Industrial Equipment,13,4249.27
INV-SYN-00210,2025-01-23,44602541-6111,Ibrahim & Sons Trading Ltd,NGN,85009.97,6375.75,91385.72,Logistics Services,13,988.97
INV-SYN-00210,2025-01-23,44602541-6111,Ibrahim & Sons Trading Ltd,NGN,85009.97,6375.75,91385.72,Logistics Services,9,2117.29
INV-SYN-00210,2025-01-23,44602541-6111,Ibrahim & Sons Trading Ltd,NGN,85009.97,6375.75,91385.72,Maintenance Services,15,3539.85
INV-SYN-00211,2025-05-06,38708311-2921,Chukwuemeka Okàfor Ventures Ltd,NGN,58727.86,4404.59,63132.45,Logistics Services,16,136.31
INV-SYN-00211,2025-05-06,38708311-2921,Chukwuemeka Okàfor Ventures Ltd,NGN,58727.86,4404.59,63132.45,Building Materials,20,2463.57
INV-SYN-00211,2025-05-06,38708311-2921,Chukwuemeka Okàfor Ventures Ltd,NGN,58727.86,4404.59,63132.45,Building Materials,5,1455.10
INV-SYN-00212,2025-01-16,78453920-3884,Chukwuemeka Okàfor Ventures Ltd,NGN,72289.75,5421.73,77711.48,Industrial Equipment,15,163.69
INV-SYN-00212,2025-01-16,78453920-3884,Chukwuemeka Okàfor Ventures Ltd,NGN,72289.75,5421.73,77711.48,Raw Materials,4,371.72
INV-SYN-00212,2025-01-16,78453920-3884,Chukwuemeka Okàfor Ventures Ltd,NGN,72289.75,5421.73,77711.48,Consulting Services,16,4271.72
INV-SYN-00213,2025-06-10,30054263-7297,Kano Textiles Ltd,NGN,41036.87,3077.77,44114.64,Office Supplies,16,1768.99
INV-SYN-00213,2025-06-10,30054263-7297,Kano Textiles Ltd,NGN,41036.87,3077.77,44114.64,Maintenance Services,3,3949.71
INV-SYN-00213,2025-06-10,30054263-7297,Kano Textiles Ltd,NGN,41036.87,3077.77,44114.64,Consulting Services,1,883.90
INV-SYN-00214,2025-04-17,36338223-3098,Adeyemi Trading Company Ltd,NGN,48111.48,3608.36,51719.84,IT Services,8,4123.26
INV-SYN-00214,2025-04-17,36338223-3098,Adeyemi Trading Company Ltd,NGN,48111.48,3608.36,51719.84,IT Services,2,3103.56
INV-SYN-00214,2025-04-17,36338223-3098,Adeyemi Trading Company Ltd,NGN,48111.48,3608.36,51719.84,Logistics Services,3,2972.76
INV-SYN-00215,2025-01-13,15430428-6730,Chukwuemeka Okafor Ltd,NGN,92405.82,6930.44,99336.26,Office Supplies,6,4526.63
INV-SYN-00215,2025-01-13,15430428-6730,Chukwuemeka Okafor Ltd,NGN,92405.82,6930.44,99336.26,Logistics Services,11,4204.32
INV-SYN-00215,2025-01-13,15430428-6730,Chukwuemeka Okafor Ltd,NGN,92405.82,6930.44,99336.26,Maintenance Services,17,1117.56
INV-SYN-00216,2025-05-12,00746753-9958,Ibrahim & Sons Trading Ltd,NGN,71725.36,5379.40,77104.76,Maintenance Services,15,2673.73
INV-SYN-00216,2025-05-12,00746753-9958,Ibrahim & Sons Trading Ltd,NGN,71725.36,5379.40,77104.76,Maintenance Services,19,370.05
INV-SYN-00216,2025-05-12,00746753-9958,Ibrahim & Sons Trading Ltd,NGN,71725.36,5379.40,77104.76,Office Supplies,17,1446.38
INV-SYN-00217,2025-11-14,42524903-2243,Yusuf Agro Processing Ltd,NGN,119384.63,8953.85,128338.48,IT Services,11,2086.75
INV-SYN-00217,2025-11-14,42524903-2243,Yusuf Agro Processing Ltd,NGN,119384.63,8953.85,128338.48,Raw Materials,10,2171.06
INV-SYN-00217,2025-11-14,42524903-2243,Yusuf Agro Processing Ltd,NGN,119384.63,8953.85,128338.48,Raw Materials,19,3932.62
INV-SYN-00218,2025-07-16,12044596-0731,Chukwuemeka Okafor Ltd,NGN,51212.10,3840.91,55053.01,Logistics Services,4,540.30
INV-SYN-00218,2025-07-16,12044596-0731,Chukwuemeka Okafor Ltd,NGN,51212.10,3840.91,55053.01,Office Supplies,9,4172.62
INV-SYN-00218,2025-07-16,12044596-0731,Chukwuemeka Okafor Ltd,NGN,51212.10,3840.91,55053.01,Building Materials,18,638.74
INV-SYN-00219,2025-09-09,49636481-7809,Emeka Logistics Nigeria Ltd,NGN,39927.42,2994.56,42921.98,IT Services,5,2647.45
INV-SYN-00219,2025-09-09,49636481-7809,Emeka Logistics Nigeria Ltd,NGN,39927.42,2994.56,42921.98,Industrial Equipment,1,3368.42
INV-SYN-00219,2025-09-09,49636481-7809,Emeka Logistics Nigeria Ltd,NGN,39927.42,2994.56,42921.98,Industrial Equipment,5,4664.35
INV-SYN-00220,2025-06-10,17568372-1930,Ibrahim & Sons Trading Ltd,NGN,49171.52,3687.86,52859.38,Raw Materials,2,1157.40
INV-SYN-00220,2025-06-10,17568372-1930,Ibrahim & Sons Trading Ltd,NGN,49171.52,3687.86,52859.38,Office Supplies,7,3452.60
INV-SYN-00220,2025-06-10,17568372-1930,Ibrahim & Sons Trading Ltd,NGN,49171.52,3687.86,52859.38,Logistics Services,6,3781.42
INV-SYN-00221,2025-10-30,95405468-5621,Emeka Logistics Nigeria Ltd,NGN,84690.51,6351.79,91042.30,IT Services,15,2623.33
INV-SYN-00221,2025-10-30,95405468-5621,Emeka Logistics Nigeria Ltd,NGN,84690.51,6351.79,91042.30,IT Services,12,3035.82
INV-SYN-00221,2025-10-30,95405468-5621,Emeka Logistics Nigeria Ltd,NGN,84690.51,6351.79,91042.30,Office Supplies,6,1485.12
INV-SYN-00222,2025-12-06,85692876-8691,Lagos Steel & Aluminium Ltd,NGN,99305.35,7447.90,106753.25,Office Supplies,11,3429.49
INV-SYN-00222,2025-12-06,85692876-8691,Lagos Steel & Aluminium Ltd,NGN,99305.35,7447.90,106753.25,Logistics Services,7,4578.99
INV-SYN-00222,2025-12-06,85692876-8691,Lagos Steel & Aluminium Ltd,NGN,99305.35,7447.90,106753.25,Office Supplies,7,4218.29
INV-SYN-00223,2025-06-08,79813776-2554,Chukwuemeka Okafor Ltd,NGN,84063.78,6304.78,90368.56,Building Materials,15,5000.24
INV-SYN-00223,2025-06-08,79813776-2554,Chukwuemeka Okafor Ltd,NGN,84063.78,6304.78,90368.56,Maintenance Services,18,400.40
INV-SYN-00223,2025-06-08,79813776-2554,Chukwuemeka Okafor Ltd,NGN,84063.78,6304.78,90368.56,Building Materials,3,617.66
INV-SYN-00224,2025-07-19,06681961-7029,Ola Foods Plc,NGN,126563.62,9492.27,136055.89,Raw Materials,12,1975.59
INV-SYN-00224,2025-07-19,06681961-7029,Ola Foods Plc,NGN,126563.62,9492.27,136055.89,Building Materials,14,3094.16
INV-SYN-00224,2025-07-19,06681961-7029,Ola Foods Plc,NGN,126563.62,9492.27,136055.89,Maintenance Services,15,3969.22
INV-SYN-00225,2025-12-11,15543200-1347,Emeka Logistics Nigeria Ltd,NGN,42740.52,3205.54,45946.06,IT Services,12,848.61
INV-SYN-00225,2025-12-11,15543200-1347,Emeka Logistics Nigeria Ltd,NGN,42740.52,3205.54,45946.06,IT Services,10,2555.79
INV-SYN-00225,2025-12-11,15543200-1347,Emeka Logistics Nigeria Ltd,NGN,42740.52,3205.54,45946.06,Raw Materials,18,388.85
INV-SYN-00226,2025-10-01,06589384-6561,Port Harcourt Energy Services Ltd,NGN,63845.39,4788.40,68633.79,Raw Materials,18,1692.07
INV-SYN-00226,2025-10-01,06589384-6561,Port Harcourt Energy Services Ltd,NGN,63845.39,4788.40,68633.79,Office Supplies,4,3198.17
INV-SYN-00226,2025-10-01,06589384-6561,Port Harcourt Energy Services Ltd,NGN,63845.39,4788.40,68633.79,Office Supplies,15,1373.03
INV-SYN-00227,2025-01-18,90837654-7323,Adeyemi Trading Company Ltd,NGN,139844.89,10488.37,150333.26,Office Supplies,12,4438.83
INV-SYN-00227,2025-01-18,90837654-7323,Adeyemi Trading Company Ltd,NGN,139844.89,10488.37,150333.26,Consulting Services,11,452.39
INV-SYN-00227,2025-01-18,90837654-7323,Adeyemi Trading Company Ltd,NGN,139844.89,10488.37,150333.26,Maintenance Services,18,4533.48
INV-SYN-00228,2025-10-01,48677399-8811,Kano Textiles Ltd,NGN,8808.31,660.62,9468.93,Maintenance Services,20,13.38
INV-SYN-00228,2025-10-01,48677399-8811,Kano Textiles Ltd,NGN,8808.31,660.62,9468.93,IT Services,11,611.73
INV-SYN-00228,2025-10-01,48677399-8811,Kano Textiles Ltd,NGN,8808.31,660.62,9468.93,Maintenance Services,8,226.46
INV-SYN-00229,2025-01-07,27992189-8557,Port Harcourt Energy Services Ltd,NGN,112480.90,8436.07,120916.97,Consulting Services,16,4442.80
INV-SYN-00229,2025-01-07,27992189-8557,Port Harcourt Energy Services Ltd,NGN,112480.90,8436.07,120916.97,Raw Materials,8,4945.48
INV-SYN-00229,2025-01-07,27992189-8557,Port Harcourt Energy Services Ltd,NGN,112480.90,8436.07,120916.97,Industrial Equipment,1,1832.26
INV-SYN-00230,2025-03-24,45955037-4142,Ola Foods Plc,NGN,143403.96,10755.30,154159.26,Raw Materials,9,1410.88
INV-SYN-00230,2025-03-24,45955037-4142,Ola Foods Plc,NGN,143403.96,10755.30,154159.26,Raw Materials,8,4928.78
INV-SYN-00230,2025-03-24,45955037-4142,Ola Foods Plc,NGN,143403.96,10755.30,154159.26,Office Supplies,20,4563.79
INV-SYN-00231,2025-08-16,72464296-1853,Ibrahim & Sons Trading Ltd,NGN,89202.14,6690.16,95892.30,IT Services,13,4635.23
INV-SYN-00231,2025-08-16,72464296-1853,Ibrahim & Sons Trading Ltd,NGN,89202.14,6690.16,95892.30,IT Services,5,3120.21
INV-SYN-00231,2025-08-16,72464296-1853,Ibrahim & Sons Trading Ltd,NGN,89202.14,6690.16,95892.30,Consulting Services,5,2668.62
INV-SYN-00232,2025-08-30,48251252-7011,Kano Textiles Ltd,NGN,66231.27,4967.35,71198.62,Industrial Equipment,11,1290.54
INV-SYN-00232,2025-08-30,48251252-7011,Kano Textiles Ltd,NGN,66231.27,4967.35,71198.62,Office Supplies,7,1313.40
INV-SYN-00232,2025-08-30,48251252-7011,Kano Textiles Ltd,NGN,66231.27,4967.35,71198.62,Raw Materials,9,4760.17
INV-SYN-00233,2025-02-03,34772758-0404,Ọlá Foods Distribution Plc,NGN,48566.48,3642.49,52208.97,Logistics Services,4,439.60
INV-SYN-00233,2025-02-03,34772758-0404,Ọlá Foods Distribution Plc,NGN,48566.48,3642.49,52208.97,Office Supplies,9,760.96
INV-SYN-00233,2025-02-03,34772758-0404,Ọlá Foods Distribution Plc,NGN,48566.48,3642.49,52208.97,IT Services,8,4994.93
INV-SYN-00234,2025-02-04,10071196-2512,Ibrahim & Sons Trading Ltd,NGN,77401.26,5805.09,83206.35,Raw Materials,3,2114.62
INV-SYN-00234,2025-02-04,10071196-2512,Ibrahim & Sons Trading Ltd,NGN,77401.26,5805.09,83206.35,Office Supplies,7,1576.14
INV-SYN-00234,2025-02-04,10071196-2512,Ibrahim & Sons Trading Ltd,NGN,77401.26,5805.09,83206.35,Maintenance Services,18,3334.69
INV-SYN-00235,2025-06-24,97144927-9696,Ọlá Foods Distribution Plc,NGN,96154.34,7211.58,103365.92,Consulting Services,20,2939.63
INV-SYN-00235,2025-06-24,97144927-9696,Ọlá Foods Distribution Plc,NGN,96154.34,7211.58,103365.92,Raw Materials,6,396.63
INV-SYN-00235,2025-06-24,97144927-9696,Ọlá Foods Distribution Plc,NGN,96154.34,7211.58,103365.92,Industrial Equipment,13,2690.92
INV-SYN-00236,2025-01-15,41343172-9263,Adeyemi Trading Company Ltd,NGN,42411.22,3180.84,45592.06,Industrial Equipment,9,4065.18
INV-SYN-00236,2025-01-15,41343172-9263,Adeyemi Trading Company Ltd,NGN,42411.22,3180.84,45592.06,Building Materials,2,419.02
INV-SYN-00236,2025-01-15,41343172-9263,Adeyemi Trading Company Ltd,NGN,42411.22,3180.84,45592.06,Maintenance Services,2,2493.28
INV-SYN-00237,2025-09-25,67831651-6536,Abuja Construction Materials Ltd,NGN,63100.52,4732.54,67833.06,Consulting Services,10,4364.63
INV-SYN-00237,2025-09-25,67831651-6536,Abuja Construction Materials Ltd,NGN,63100.52,4732.54,67833.06,Logistics Services,3,3451.42
INV-SYN-00237,2025-09-25,67831651-6536,Abuja Construction Materials Ltd,NGN,63100.52,4732.54,67833.06,Consulting Services,4,2274.99
INV-SYN-00238,2025-01-01,98352739-6581,Abuja Construction Materials Ltd,NGN,89671.10,6725.33,96396.43,Raw Materials,2,3450.29
INV-SYN-00238,2025-01-01,98352739-6581,Abuja Construction Materials Ltd,NGN,89671.10,6725.33,96396.43,IT Services,17,4557.83
INV-SYN-00238,2025-01-01,98352739-6581,Abuja Construction Materials Ltd,NGN,89671.10,6725.33,96396.43,Maintenance Services,9,587.49
INV-SYN-00239,2025-08-10,50642413-8648,Adeyemi Trading Company Ltd,NGN,70793.48,5309.51,76102.99,IT Services,6,684.65
INV-SYN-00239,2025-08-10,50642413-8648,Adeyemi Trading Company Ltd,NGN,70793.48,5309.51,76102.99,Office Supplies,17,2537.54
INV-SYN-00239,2025-08-10,50642413-8648,Adeyemi Trading Company Ltd,NGN,70793.48,5309.51,76102.99,Consulting Services,20,1177.37
INV-SYN-00240,2025-11-06,69700306-8502,Adeyemi Trading Company Ltd,NGN,73072.71,5480.45,78553.16,IT Services,20,3057.54
INV-SYN-00240,2025-11-06,69700306-8502,Adeyemi Trading Company Ltd,NGN,73072.71,5480.45,78553.16,Raw Materials,3,2889.72
INV-SYN-00240,2025-11-06,69700306-8502,Adeyemi Trading Company Ltd,NGN,73072.71,5480.45,78553.16,Industrial Equipment,15,216.85
INV-SYN-00241,2025-09-27,22767507-2549,Chukwuemeka Okafor Ltd,NGN,37912.55,2843.44,40755.99,Office Supplies,5,4085.23
INV-SYN-00241,2025-09-27,22767507-2549,Chukwuemeka Okafor Ltd,NGN,37912.55,2843.44,40755.99,Industrial Equipment,10,749.84
INV-SYN-00241,2025-09-27,22767507-2549,Chukwuemeka Okafor Ltd,NGN,37912.55,2843.44,40755.99,Consulting Services,11,908.00
INV-SYN-00242,2025-04-20,07469627-4013,Yusuf Agro Processing Ltd,NGN,113101.94,8482.65,121584.59,Office Supplies,18,1955.98
INV-SYN-00242,2025-04-20,07469627-4013,Yusuf Agro Processing Ltd,NGN,113101.94,8482.65,121584.59,Consulting Services,15,3543.24
INV-SYN-00242,2025-04-20,07469627-4013,Yusuf Agro Processing Ltd,NGN,113101.94,8482.65,121584.59,Building Materials,10,2474.57
INV-SYN-00243,2025-06-05,12756026-7420,Yusuf Agro Processing Ltd,NGN,97969.44,7347.71,105317.15,Maintenance Services,5,1179.96
INV-SYN-00243,2025-06-05,12756026-7420,Yusuf Agro Processing Ltd,NGN,97969.44,7347.71,105317.15,Raw Materials,18,3639.90
INV-SYN-00243,2025-06-05,12756026-7420,Yusuf Agro Processing Ltd,NGN,97969.44,7347.71,105317.15,Maintenance Services,9,2950.16
INV-SYN-00244,2025-08-15,59230099-9436,Kano Textiles Ltd,NGN,41377.14,3103.29,44480.43,Maintenance Services,14,346.47
INV-SYN-00244,2025-08-15,59230099-9436,Kano Textiles Ltd,NGN,41377.14,3103.29,44480.43,Consulting Services,18,1874.40
INV-SYN-00244,2025-08-15,59230099-9436,Kano Textiles Ltd,NGN,41377.14,3103.29,44480.43,Office Supplies,8,348.42
INV-SYN-00245,2025-02-15,41619229-6091,Adeyemi Trading Company Ltd,NGN,79473.55,5960.52,85434.07,IT Services,13,3371.48
INV-SYN-00245,2025-02-15,41619229-6091,Adeyemi Trading Company Ltd,NGN,79473.55,5960.52,85434.07,Consulting Services,2,4151.85
INV-SYN-00245,2025-02-15,41619229-6091,Adeyemi Trading Company Ltd,NGN,79473.55,5960.52,85434.07,Office Supplies,11,2485.51
INV-SYN-00246,2025-12-25,21195193-8771,Chukwuemeka Okàfor Ventures Ltd,NGN,36616.09,2746.21,39362.30,Building Materials,16,316.24
INV-SYN-00246,2025-12-25,21195193-8771,Chukwuemeka Okàfor Ventures Ltd,NGN,36616.09,2746.21,39362.30,Industrial Equipment,18,1472.14
INV-SYN-00246,2025-12-25,21195193-8771,Chukwuemeka Okàfor Ventures Ltd,NGN,36616.09,2746.21,39362.30,Logistics Services,3,1685.91
INV-SYN-00247,2025-08-13,39060393-1713,Port Harcourt Energy Services Ltd,NGN,143814.44,10786.08,154600.52,Office Supplies,20,2613.98
INV-SYN-00247,2025-08-13,39060393-1713,Port Harcourt Energy Services Ltd,NGN,143814.44,10786.08,154600.52,Office Supplies,16,3993.79
INV-SYN-00247,2025-08-13,39060393-1713,Port Harcourt Energy Services Ltd,NGN,143814.44,10786.08,154600.52,Office Supplies,11,2512.20
INV-SYN-00248,2025-04-17,76089919-4939,Chukwuemeka Okàfor Ventures Ltd,NGN,65242.85,4893.21,70136.06,Building Materials,11,2537.25
INV-SYN-00248,2025-04-17,76089919-4939,Chukwuemeka Okàfor Ventures Ltd,NGN,65242.85,4893.21,70136.06,Consulting Services,8,2439.44
INV-SYN-00248,2025-04-17,76089919-4939,Chukwuemeka Okàfor Ventures Ltd,NGN,65242.85,4893.21,70136.06,Consulting Services,11,1619.78
INV-SYN-00249,2025-01-13,27856067-3396,Abuja Construction Materials Ltd,NGN,168968.56,12672.64,181641.20,Office Supplies,14,4511.93
INV-SYN-00249,2025-01-13,27856067-3396,Abuja Construction Materials Ltd,NGN,168968.56,12672.64,181641.20,Building Materials,15,2518.84
INV-SYN-00249,2025-01-13,27856067-3396,Abuja Construction Materials Ltd,NGN,168968.56,12672.64,181641.20,Office Supplies,18,3778.83
INV-SYN-00250,2025-03-02,88370390-5454,Adeyemi Trading Company Ltd,NGN,113656.65,8524.25,122180.90,Industrial Equipment,19,2228.40
INV-SYN-00250,2025-03-02,88370390-5454,Adeyemi Trading Company Ltd,NGN,113656.65,8524.25,122180.90,Maintenance Services,3,4989.30
INV-SYN-00250,2025-03-02,88370390-5454,Adeyemi Trading Company Ltd,NGN,113656.65,8524.25,122180.90,Building Materials,15,3756.61
